0.000 1.000 2.000 3.000 4.000 5.000 6.000 7.000 8.000 9.000 10.000 11.000 12.000 13.000 14.000 15.000 16.000 17.000 18.000 19.000 20.000
0.000 0.040 0.080 0.120 0.160 0.200 0.240 0.280 0.320 0.360 0.400 0.440 0.480 0.520 0.560 0.600 0.640 0.680 0.720 0.760 0.800 0.840 0.880 0.920 0.960 1.000
    1.023061757120353e+01     9.798164637660804e+00     1.578635687999377e+01     1.782393355539813e+01     1.608079555557907e+01     1.041413965589610e+01     1.652261687346477e+01     1.475188341582267e+01     1.404958124869278e+01     1.292589132458267e+01     1.641432650862255e+01     1.632599173539086e+01     1.060100593467786e+01     1.560794607749822e+01     1.429049556779700e+01     1.398175124416498e+01     1.091633308451174e+01     1.450030199009691e+01     1.816828553403128e+01     2.033480902055797e+01     1.675983847205769e+01     9.598965248385968e+00     9.044948661607982e+00     1.578232833150427e+01     1.253985952130963e+01 
    7.871584271839261e+01     9.978862221447100e+01     9.250082118417744e+01     8.620876553425836e+01     8.358126799876544e+01     7.742253634022113e+01     8.131046526440741e+01     8.697748392740171e+01     9.439502219289412e+01     1.088087888041699e+02     7.790193138246455e+01     9.573346170967143e+01     1.082406482645272e+02     8.650188798060664e+01     7.357334798552954e+01     9.512718282110659e+01     9.050801446761560e+01     8.379491786383483e+01     8.704861134762830e+01     8.525926980825523e+01     7.657226195620188e+01     7.444365132649820e+01     1.027131980133068e+02     9.610933225158554e+01     6.181307096141057e+01 
    2.562689591718553e+02     2.540240367476484e+02     2.279856267404461e+02     2.568495353910796e+02     2.307625909273292e+02     2.165535418963175e+02     2.334288544233315e+02     2.393917345929865e+02     2.686619953841825e+02     2.271230685600415e+02     1.953869074812002e+02     2.689083164876788e+02     2.510423453003009e+02     2.391637966561912e+02     2.166567307163680e+02     2.321465970098481e+02     2.544954829234601e+02     2.315214583497275e+02     2.152329092168911e+02     2.157126276873340e+02     2.388773112842195e+02     2.732159813746594e+02     2.147938273474346e+02     2.170986633301566e+02     2.497028039799190e+02 
    4.358631232319252e+02     4.290619132320817e+02     4.548094835628449e+02     4.096582407407892e+02     4.009360764784940e+02     4.080090090266787e+02     4.490379851895803e+02     4.732208970773217e+02     4.343018367254668e+02     4.153510320926891e+02     4.340730843676398e+02     4.502284031234149e+02     4.415114062643868e+02     4.315433804178891e+02     4.625524071707696e+02     4.514396900426982e+02     4.425667383722100e+02     4.643929819713690e+02     4.204655535609727e+02     4.570726226537113e+02     4.570730174829225e+02     4.928590041708777e+02     4.364497418598845e+02     4.482838005343441e+02     4.236335070009771e+02 
    7.709163439802845e+02     7.306497676041718e+02     7.827604653812087e+02     7.823671809643319e+02     7.853832000796637e+02     7.517424231969758e+02     7.749361075140811e+02     7.458092532508284e+02     7.981601442962427e+02     7.462186617022231e+02     7.574964901453914e+02     7.312681395879105e+02     8.022358239370685e+02     7.486771413920821e+02     7.612102037550013e+02     7.667540750166693e+02     7.598304292196494e+02     7.060376357881861e+02     7.329858099402277e+02     6.641090767745937e+02     7.787548660177525e+02     7.382623897086426e+02     7.330491052985843e+02     7.059216441523860e+02     7.401838578964165e+02 
    1.067632419318436e+03     1.181966325843242e+03     1.128210876912711e+03     1.071360637928941e+03     9.917282991910666e+02     1.094001533818159e+03     1.099921873543504e+03     1.139461282816968e+03     1.035778851987006e+03     1.116563831864187e+03     1.044851002594963e+03     1.048772448886797e+03     1.147962589016512e+03     1.037257343700696e+03     1.071583420856213e+03     1.101373226386192e+03     1.087565852587595e+03     1.084584964028150e+03     1.110253471568256e+03     1.053238575819983e+03     1.125445891188539e+03     1.052463966299151e+03     1.068014193512658e+03     1.151504929161775e+03     1.038726723304304e+03 
    1.487590866961649e+03     1.532273573766466e+03     1.540122285365473e+03     1.397209827304227e+03     1.491767896791592e+03     1.588205382126149e+03     1.532008558134753e+03     1.547409809920372e+03     1.524679033962515e+03     1.596522297848756e+03     1.651666851072371e+03     1.580048440531299e+03     1.483372376247149e+03     1.565131128016220e+03     1.492045986093645e+03     1.551271016622792e+03     1.583801101459826e+03     1.490560400440345e+03     1.582303883961107e+03     1.596401396443759e+03     1.534508279783229e+03     1.439046706536796e+03     1.496144143198183e+03     1.417272122530166e+03     1.490130591789235e+03 
    1.966871563136195e+03     2.011158788254633e+03     1.956532693989417e+03     1.997471090803301e+03     2.040437996753175e+03     1.994808901051731e+03     1.954086720697562e+03     1.981857248857430e+03     2.016523707003391e+03     2.136704699942744e+03     2.042122866656270e+03     2.112190908188968e+03     2.066199190776877e+03     1.986499859733436e+03     2.008319993342388e+03     2.036848109560325e+03     1.974461012039327e+03     2.042613953109627e+03     2.069672602566747e+03     1.980312933383159e+03     2.046298337401351e+03     1.981552516124956e+03     2.066767892801269e+03     2.058989590130758e+03     2.029019481676785e+03 
    2.595793916601664e+03     2.625702895200645e+03     2.612371258376961e+03     2.610795711973331e+03     2.580820935230605e+03     2.587442458514700e+03     2.482989389169626e+03     2.640150161994447e+03     2.728213228610538e+03     2.616503407035199e+03     2.606569677635116e+03     2.495139570014136e+03     2.589119419435468e+03     2.714167186873319e+03     2.567247048653324e+03     2.731067028146353e+03     2.611991708371871e+03     2.656944473098681e+03     2.629850101474567e+03     2.603522058060767e+03     2.602081482264414e+03     2.603537515938915e+03     2.670282772597214e+03     2.639080558633957e+03     2.588260185369407e+03 
    3.194057054395267e+03     3.187705534274450e+03     3.297426670580459e+03     3.182930004732820e+03     3.269079761654828e+03     3.222788955539283e+03     3.298641157557653e+03     3.176082367981111e+03     3.313408449618337e+03     3.252471644183936e+03     3.220933542077003e+03     3.286371996829522e+03     3.365973323210310e+03     3.239931332011540e+03     3.323627408839864e+03     3.283632977689985e+03     3.263997791099071e+03     3.252741395988952e+03     3.280173875950038e+03     3.324133140978777e+03     3.157945365415223e+03     3.208761576232700e+03     3.118978535522846e+03     3.346164777024122e+03     3.250689800014978e+03 
