0.000 1.000 2.000 3.000 4.000 5.000 6.000 7.000 8.000 9.000 10.000 11.000 12.000 13.000 14.000 15.000 16.000 17.000 18.000 19.000 20.000
0.000 0.040 0.080 0.120 0.160 0.200 0.240 0.280 0.320 0.360 0.400 0.440 0.480 0.520 0.560 0.600 0.640 0.680 0.720 0.760 0.800 0.840 0.880 0.920 0.960 1.000
    4.139893756905459e+03     3.979975339431757e+03     4.055342730572967e+03     3.941085498203743e+03     3.925811854442794e+03     3.861541473799330e+03     3.996365835974219e+03     4.066242014293437e+03     3.986792341793497e+03     4.091700562173559e+03     4.014064665472697e+03     4.012741698302003e+03     3.970826572238097e+03     3.904976276519254e+03     3.988310915835168e+03     3.989728380561379e+03     3.911143195446166e+03     3.934684080964020e+03     4.049569677117159e+03     3.945561869794497e+03     4.080091193455276e+03     3.959614625293229e+03     4.146298648031530e+03     4.049111985651311e+03     3.969067625678084e+03 
    4.848997334464939e+03     5.006247604797257e+03     4.894203591194409e+03     4.838409589188295e+03     4.767833970278315e+03     4.775325084613595e+03     4.796065789965685e+03     4.769379385508402e+03     4.663315119076524e+03     4.721960705690757e+03     4.806999838987224e+03     4.644912703319104e+03     4.741445381109251e+03     4.630633669053523e+03     4.691179592663392e+03     4.835627043349101e+03     4.771510943450298e+03     4.880414685768510e+03     4.660956920273586e+03     4.741917024691560e+03     4.714177582570989e+03     4.827912348195066e+03     4.842823432989325e+03     4.738782892900245e+03     4.607462458970134e+03 
    5.693633386429448e+03     5.646393268521431e+03     5.605191213337562e+03     5.556054872294683e+03     5.704818907450445e+03     5.698729653727798e+03     5.604909575610592e+03     5.535284634377879e+03     5.693718297813614e+03     5.757703582225806e+03     5.831732802958743e+03     5.803848907658468e+03     5.700236972986017e+03     5.660536884187392e+03     5.664819750886651e+03     5.508079513583524e+03     5.594973079885550e+03     5.711918082230245e+03     5.508027361179543e+03     5.531041929162997e+03     5.678547412250623e+03     5.704396224851720e+03     5.719519473912541e+03     5.576729116310244e+03     5.707415841684241e+03 
    6.724677609631988e+03     6.535076430778247e+03     6.525472695716051e+03     6.680627011034041e+03     6.601518736175620e+03     6.504479443006710e+03     6.476939837229864e+03     6.567020961097617e+03     6.729244900470759e+03     6.585267924983634e+03     6.420293126209675e+03     6.636369502804065e+03     6.709460237600177e+03     6.579384490875100e+03     6.619654980153503e+03     6.722420932238475e+03     6.552073308323223e+03     6.414088452950239e+03     6.625585893321247e+03     6.889533346501104e+03     6.727368268028018e+03     6.536239294133623e+03     6.348679398328737e+03     6.599386141816271e+03     6.706206570653037e+03 
    7.488404949106206e+03     7.560095289287297e+03     7.528999400965528e+03     7.562470992673837e+03     7.522991010264561e+03     7.600616801066835e+03     7.895199109229609e+03     7.769899589655979e+03     7.570230935682273e+03     7.541514753191154e+03     7.588190180715197e+03     7.578252095562870e+03     7.875941853569625e+03     7.535395991277318e+03     7.506583353224516e+03     7.711684349494995e+03     7.728806763348432e+03     7.661926565865455e+03     7.761325846387778e+03     7.734929883322565e+03     7.565222286888003e+03     7.570789394871104e+03     7.618369391353524e+03     7.520491138874539e+03     7.594499100118538e+03 
    8.662544651747276e+03     8.823970152862341e+03     8.642355852973205e+03     8.820511571868656e+03     8.480272691247221e+03     8.635604874896786e+03     8.681704067850995e+03     8.554311280182657e+03     8.718522899844129e+03     8.744911197747098e+03     8.520377487616788e+03     8.810249499115851e+03     8.788160351567425e+03     8.660092845889767e+03     9.018477213150294e+03     8.935612602102790e+03     8.747997578334300e+03     8.783218823098116e+03     8.526328197844434e+03     8.535670028056711e+03     8.913180079506446e+03     8.619072157779272e+03     8.706371397781068e+03     8.559342245955726e+03     8.819074709796412e+03 
    9.859221430953699e+03     1.003509380762006e+04     9.805271063558153e+03     1.007352532572175e+04     9.906501197290188e+03     9.949698561454357e+03     9.787489597243453e+03     9.946449310706936e+03     9.663056306441114e+03     1.003415812003294e+04     9.868677326645156e+03     9.635809987145307e+03     9.914898548225912e+03     1.001279374063987e+04     1.000978535494181e+04     9.901768665318859e+03     1.014847323695523e+04     9.865745213903976e+03     1.005848036301762e+04     9.814935961332292e+03     9.964830930573986e+03     1.002835471167364e+04     9.745661899728897e+03     9.819267846472603e+03     9.943264027133710e+03 
    1.099310336531466e+04     1.112552912423319e+04     1.104056040144663e+04     1.108391288771503e+04     1.105982854128804e+04     1.105897385656381e+04     1.123690326621626e+04     1.107871290637752e+04     1.118948212668140e+04     1.102957434192079e+04     1.101864964285532e+04     1.104942629695885e+04     1.113479007187654e+04     1.117725695585325e+04     1.133347779780285e+04     1.135848270241234e+04     1.102025769429477e+04     1.099735866673374e+04     1.108257869698905e+04     1.108007053178994e+04     1.106551201374412e+04     1.121417799034471e+04     1.104290512280046e+04     1.114146242934132e+04     1.119994270000088e+04 
    1.265927801927161e+04     1.234379738925838e+04     1.239273911790320e+04     1.259068508571389e+04     1.247264021941902e+04     1.228262438081002e+04     1.233634474615382e+04     1.233401306822061e+04     1.223058432103529e+04     1.221208044200757e+04     1.240246144645783e+04     1.231387763872305e+04     1.216707437127235e+04     1.244433308398365e+04     1.229062634600983e+04     1.237353588392309e+04     1.248018602561901e+04     1.249177647218942e+04     1.262792605225916e+04     1.213739272111737e+04     1.234551816988051e+04     1.268520246341105e+04     1.226396169237559e+04     1.241579436925351e+04     1.214057411445826e+04 
    1.391880501399090e+04     1.396724109850967e+04     1.386412693161165e+04     1.383421554196101e+04     1.378604772803646e+04     1.390275559546144e+04     1.401249640684270e+04     1.374745386985622e+04     1.374830038224287e+04     1.361715865583932e+04     1.373182315137860e+04     1.354196226697476e+04     1.375585082125070e+04     1.396862976194993e+04     1.358514249056434e+04     1.392528154665119e+04     1.374526257718643e+04     1.381465784824811e+04     1.384448960765574e+04     1.379586082603892e+04     1.339107364601073e+04     1.367294484625986e+04     1.383186039745528e+04     1.403373770597561e+04     1.390386972227745e+04 
